season_name,id,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,player_id,first_name,second_name,birth_date
2024/25,,76,2069,1,1,7,22,0,0,0,7,0,0,2,286,359.2,181.0,171.0,71.3,0,24,0.48,1.23,1.71,28.64,,36,Matty,Cash,1997-08-07
2018/19,,158,2964,4,5,13,38,1,0,0,5,1,0,22,736,883.0,1142.0,300.0,232.7,0,0,0.00,0.00,0.00,0.00,,37,Lucas,Digne,1993-07-20
2019/20,,120,3031,0,8,9,49,1,0,0,6,0,0,16,646,743.0,1112.0,293.0,215.0,0,0,0.00,0.00,0.00,0.00,,37,Lucas,Digne,1993-07-20
2020/21,,120,2681,0,9,9,42,0,0,0,2,1,0,18,590,592.6,704.2,136.0,143.5,0,0,0.00,0.00,0.00,0.00,,37,Lucas,Digne,1993-07-20
2021/22,,83,2440,0,4,7,42,1,0,0,6,0,0,8,459,538.8,772.7,202.0,151.6,0,0,0.00,0.00,0.00,0.00,,37,Lucas,Digne,1993-07-20
2022/23,,50,1492,1,0,3,25,1,0,0,5,0,0,4,234,277.6,305.5,97.0,68.1,0,18,0.43,1.90,2.33,25.91,,37,Lucas,Digne,1993-07-20
2023/24,,85,2405,1,4,6,41,0,0,0,7,0,0,5,420,448.4,601.7,200.0,125.1,0,27,0.99,3.49,4.48,41.65,,37,Lucas,Digne,1993-07-20
2024/25,,89,2348,0,5,6,36,0,0,0,4,0,0,7,383,512.6,583.9,112.0,120.7,0,28,0.80,3.97,4.77,34.94,,37,Lucas,Digne,1993-07-20
2019/20,,65,2038,1,2,5,39,0,0,0,3,0,0,4,335,400.6,151.8,173.0,72.8,0,0,0.00,0.00,0.00,0.00,,38,Ezri,Konsa Ngoyo,1997-10-23
2020/21,,119,3195,2,0,12,46,0,0,0,3,0,0,8,580,695.6,34.2,276.0,101.0,0,0,0.00,0.00,0.00,0.00,,38,Ezri,Konsa Ngoyo,1997-10-23
2021/22,,78,2477,2,0,8,43,0,0,0,4,2,0,4,388,428.2,56.5,251.0,73.4,0,0,0.00,0.00,0.00,0.00,,38,Ezri,Konsa Ngoyo,1997-10-23
2022/23,,110,3322,0,0,12,45,0,0,0,6,0,0,6,633,568.4,116.2,72.0,75.7,0,37,1.08,0.71,1.79,50.67,,38,Ezri,Konsa Ngoyo,1997-10-23
2023/24,,91,3069,1,1,7,54,0,0,0,5,0,0,7,562,554.4,170.6,223.0,95.0,0,35,2.56,1.01,3.57,52.28,,38,Ezri,Konsa Ngoyo,1997-10-23
2024/25,,103,2936,2,0,8,45,0,0,0,1,0,0,10,448,532.8,123.9,166.0,82.4,0,33,1.29,0.61,1.90,43.82,,38,Ezri,Konsa Ngoyo,1997-10-23
2023/24,,11,200,0,0,0,5,0,0,0,1,0,0,0,24,29.4,44.8,29.0,10.3,0,1,0.74,0.20,0.94,5.07,,39,Ian,Maatsen,2002-03-10
2024/25,,57,1125,1,2,3,16,0,0,0,2,0,0,0,204,252.0,293.4,197.0,74.3,0,10,0.87,2.43,3.30,17.31,,39,Ian,Maatsen,2002-03-10
2015/16,,1,11,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2016/17,,4,506,0,0,0,16,2,0,0,0,0,0,2,89,125.4,18.3,45.0,18.9,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2017/18,,3,201,0,0,0,5,0,0,0,1,0,0,0,40,46.6,14.8,10.0,7.2,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2018/19,,5,141,0,0,0,4,0,0,0,0,0,0,0,41,49.0,16.3,2.0,6.8,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2019/20,,90,2902,2,2,6,53,0,0,0,7,0,0,9,537,758.0,87.3,119.0,96.6,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2020/21,,128,3194,2,2,14,42,1,0,0,4,1,0,8,633,798.4,97.3,293.0,119.3,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2021/22,,118,3188,1,4,11,49,0,0,0,11,0,0,12,596,667.2,130.9,309.0,110.6,0,0,0.00,0.00,0.00,0.00,,40,Tyrone,Mings,1993-03-13
2022/23,,130,3150,1,3,12,40,1,0,0,7,0,0,17,617,664.4,88.2,121.0,87.8,0,35,0.96,0.95,1.91,47.28,,40,Tyrone,Mings,1993-03-13
2023/24,,0,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,0,1,0.01,0.16,0.17,1.08,,40,Tyrone,Mings,1993-03-13
2024/25,,47,1119,0,1,4,11,0,0,0,1,0,0,5,207,220.4,49.2,74.0,34.6,0,12,0.88,0.23,1.11,13.20,,40,Tyrone,Mings,1993-03-13
2023/24,,85,2462,2,0,6,37,0,0,0,1,0,0,4,461,479.4,150.6,135.0,76.6,0,27,0.96,0.71,1.67,40.00,,41,Pau,Torres,1997-01-16
2024/25,,55,2019,0,0,5,33,0,0,0,2,0,0,3,254,350.6,84.5,102.0,54.0,0,23,0.51,0.43,0.94,29.69,,41,Pau,Torres,1997-01-16
2024/25,,8,316,0,0,0,5,0,0,0,0,0,0,0,26,45.6,68.4,7.0,12.0,0,5,0.04,0.49,0.53,6.49,,42,Andrés,García,2003-02-07
2022/23,,72,1325,0,3,7,10,0,0,0,3,0,0,5,278,254.4,321.1,151.0,72.3,0,14,0.59,2.57,3.16,17.83,,43,Álex,Moreno Lopera,1993-06-08
2023/24,,49,1024,2,0,3,20,1,0,0,2,0,0,5,211,217.8,156.9,152.0,52.7,0,11,1.11,0.98,2.09,18.50,,43,Álex,Moreno Lopera,1993-06-08
2024/25,,34,952,0,1,3,16,0,0,0,2,0,0,1,126,200.8,134.5,29.0,36.4,0,11,0.17,1.10,1.27,13.94,,43,Álex,Moreno Lopera,1993-06-08
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,44,Lamare,Bogarde,2004-01-05
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,44,Lamare,Bogarde,2004-01-05
2024/25,,6,473,0,0,0,11,0,0,0,2,0,0,0,22,84.8,33.3,15.0,13.3,0,5,0.04,0.13,0.17,9.28,,44,Lamare,Bogarde,2004-01-05
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,45,Lino,da Cruz Sousa,
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,45,Lino,da Cruz Sousa,
2023/24,,35,636,3,1,2,13,0,0,0,3,0,0,0,114,177.8,118.4,150.0,44.5,0,8,1.35,0.33,1.68,14.55,,47,Morgan,Rogers,2002-07-26
2024/25,,161,3115,8,11,10,40,0,0,0,10,0,0,15,534,731.6,722.7,689.0,214.3,0,37,6.49,5.24,11.73,43.70,,47,Morgan,Rogers,2002-07-26
2018/19,,63,1087,3,5,3,14,0,0,0,2,0,0,6,267,299.0,269.7,249.0,81.8,0,0,0.00,0.00,0.00,0.00,,48,Youri,Tielemans,1997-05-07
2019/20,,117,2823,3,6,12,35,0,0,0,2,0,0,5,531,566.6,805.4,502.0,187.6,0,0,0.00,0.00,0.00,0.00,,48,Youri,Tielemans,1997-05-07
2020/21,,133,3356,6,4,11,50,0,0,0,6,0,0,11,633,840.4,788.2,462.0,209.1,0,0,0.00,0.00,0.00,0.00,,48,Youri,Tielemans,1997-05-07
2021/22,,120,2629,6,4,6,42,0,0,0,3,0,0,14,532,723.8,578.9,460.0,175.8,0,0,0.00,0.00,0.00,0.00,,48,Youri,Tielemans,1997-05-07
2022/23,,86,2341,3,3,6,49,0,0,1,4,0,0,6,461,541.8,486.9,191.0,122.1,0,27,2.50,2.99,5.49,45.82,,48,Youri,Tielemans,1997-05-07
2023/24,,77,1613,2,6,4,27,0,0,0,3,0,0,2,318,369.2,325.4,136.0,83.3,0,17,1.24,1.98,3.22,31.07,,48,Youri,Tielemans,1997-05-07
2024/25,,121,3025,3,7,7,46,0,0,1,4,0,0,15,686,799.6,963.1,333.0,209.6,0,35,3.31,5.83,9.14,43.87,,48,Youri,Tielemans,1997-05-07
2021/22,,37,750,1,3,2,13,0,0,0,3,0,0,1,98,143.2,118.5,271.0,53.2,0,0,0.00,0.00,0.00,0.00,,49,Leon,Bailey,1997-08-09
2022/23,,100,1964,4,5,8,32,0,0,0,4,0,0,6,242,339.6,452.8,540.0,132.8,0,26,5.34,4.77,10.11,35.15,,49,Leon,Bailey,1997-08-09
2023/24,,148,2063,10,11,5,32,0,0,0,5,0,0,11,482,663.2,707.1,623.0,199.1,0,22,6.29,7.17,13.46,36.17,,49,Leon,Bailey,1997-08-09
2024/25,,47,1132,1,2,2,19,0,0,0,3,0,0,2,174,146.4,235.8,325.0,70.3,0,14,1.73,2.92,4.65,13.91,,49,Leon,Bailey,1997-08-09
2019/20,,94,2458,1,7,3,54,0,0,0,6,1,0,12,464,711.6,1196.7,401.0,231.1,0,0,0.00,0.00,0.00,0.00,,50,Emiliano,Buendía Stati,1996-12-25
2021/22,,107,1887,4,6,7,32,0,0,0,1,0,0,8,378,482.8,660.5,531.0,167.8,0,0,0.00,0.00,0.00,0.00,,50,Emiliano,Buendía Stati,1996-12-25
2022/23,,117,2404,5,3,11,34,0,0,0,0,0,0,8,370,441.6,559.9,582.0,158.5,0,27,6.32,3.95,10.27,36.65,,50,Emiliano,Buendía Stati,1996-12-25
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,50,Emiliano,Buendía Stati,1996-12-25
2024/25,,11,89,0,0,0,2,0,0,0,1,0,0,0,37,16.4,23.2,16.0,5.2,0,0,0.65,0.03,0.68,2.27,,50,Emiliano,Buendía Stati,1996-12-25
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,51,Samuel,Iling-Junior,2003-10-04
2020/21,,28,611,0,0,2,10,0,0,0,0,0,0,0,75,72.8,91.7,126.0,28.9,0,0,0.00,0.00,0.00,0.00,,52,Jacob,Ramsey,2001-05-28
2021/22,,109,2465,6,1,12,35,0,0,0,6,0,0,9,402,538.2,334.0,432.0,130.7,0,0,0.00,0.00,0.00,0.00,,52,Jacob,Ramsey,2001-05-28
2022/23,,135,2634,6,8,11,33,1,0,0,5,0,0,13,470,653.4,537.8,456.0,164.7,0,31,5.07,2.89,7.96,40.50,,52,Jacob,Ramsey,2001-05-28
2023/24,,29,848,1,1,0,12,0,0,0,2,0,0,0,101,124.0,159.3,182.0,46.7,0,8,2.09,1.38,3.47,12.85,,52,Jacob,Ramsey,2001-05-28
2024/25,,66,1616,1,4,5,26,0,0,0,2,1,0,3,265,235.4,307.9,245.0,78.7,0,19,1.59,2.18,3.77,23.99,,52,Jacob,Ramsey,2001-05-28
2024/25,,34,296,3,0,0,6,0,0,0,0,0,0,3,112,138.2,42.7,208.0,38.5,0,2,2.15,0.15,2.30,4.77,,53,Donyell,Malen,1999-01-19
2019/20,,84,2312,3,3,6,41,0,0,0,3,0,0,4,321,458.6,503.3,499.0,145.9,0,0,0.00,0.00,0.00,0.00,,54,John,McGinn,1994-10-18
2020/21,,114,3330,3,7,14,46,0,0,0,12,0,0,2,492,579.0,600.5,361.0,154.1,0,0,0.00,0.00,0.00,0.00,,54,John,McGinn,1994-10-18
2021/22,,110,3090,3,4,10,48,0,0,0,8,0,0,12,495,700.2,777.8,307.0,178.6,0,0,0.00,0.00,0.00,0.00,,54,John,McGinn,1994-10-18
2022/23,,90,2692,1,5,10,31,0,0,0,7,0,0,3,354,382.0,353.6,347.0,108.3,0,30,2.40,3.33,5.73,37.73,,54,John,McGinn,1994-10-18
2023/24,,119,3000,6,5,7,54,0,0,0,9,1,0,9,502,640.4,690.7,360.0,169.4,0,35,5.01,4.99,10.00,49.85,,54,John,McGinn,1994-10-18
2024/25,,78,2217,1,4,8,34,0,0,0,7,0,0,1,360,277.2,500.6,263.0,103.7,0,27,3.10,2.70,5.80,35.03,,54,John,McGinn,1994-10-18
2010/11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2011/12,,7,216,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2012/13,,7,209,0,0,1,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2013/14,,112,2288,6,4,7,33,0,0,0,5,0,0,12,116,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2014/15,,75,1961,2,3,7,22,0,0,1,1,0,0,3,356,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2015/16,,158,3076,8,9,9,51,0,0,0,4,0,0,14,652,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2016/17,,144,2900,5,11,12,36,0,0,0,5,0,0,11,534,692.4,1237.6,973.0,290.3,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2017/18,,3,129,0,0,0,4,0,0,0,0,0,0,0,11,21.0,34.7,45.0,10.1,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2018/19,,79,1231,3,5,7,13,0,0,0,1,0,0,5,300,324.0,349.0,429.0,110.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2019/20,,61,1095,1,5,5,14,0,0,0,0,0,0,5,208,266.0,344.3,373.0,98.2,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2020/21,,76,1566,3,2,8,24,0,0,0,0,0,0,4,286,274.2,579.3,431.0,128.6,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2021/22,,14,174,1,0,1,2,0,0,0,0,0,0,1,43,61.4,117.7,87.0,26.7,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,55,Ross,Barkley,1993-12-05
2023/24,,101,2616,5,5,2,66,0,0,0,6,0,0,4,498,687.4,622.8,379.0,168.7,0,30,3.91,2.73,6.64,60.84,,55,Ross,Barkley,1993-12-05
2024/25,,44,567,3,1,1,10,0,0,0,3,0,0,5,166,215.4,128.1,206.0,54.8,0,3,1.79,0.43,2.22,6.32,,55,Ross,Barkley,1993-12-05
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,56,Enzo,Barrenechea,
2021/22,,2,30,0,0,0,1,0,0,0,1,0,0,0,6,2.4,0.9,4.0,0.8,0,0,0.00,0.00,0.00,0.00,,57,Lewis,Dobbin,2003-01-03
2023/24,,18,226,1,0,1,3,0,0,0,1,0,0,0,54,68.4,50.5,59.0,17.7,0,1,0.34,0.12,0.46,3.72,,57,Lewis,Dobbin,2003-01-03
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,57,Lewis,Dobbin,2003-01-03
2022/23,,44,1773,0,1,3,30,0,0,0,4,0,0,0,235,288.2,124.7,43.0,45.7,0,21,0.15,0.92,1.07,33.05,,58,Boubacar,Kamara,1999-11-23
2023/24,,40,1653,0,1,7,22,0,0,0,7,1,0,1,247,256.2,292.7,44.0,59.1,0,20,0.13,1.39,1.52,24.68,,58,Boubacar,Kamara,1999-11-23
2024/25,,57,1720,1,0,6,22,0,0,0,2,0,0,3,296,326.6,191.0,83.0,60.2,0,20,0.82,0.83,1.65,23.03,,58,Boubacar,Kamara,1999-11-23
2022/23,,77,2486,1,3,9,37,0,0,0,9,0,0,2,300,358.2,316.6,287.0,96.0,0,29,2.95,1.66,4.61,47.89,,59,Amadou,Onana,2001-08-16
2023/24,,66,2085,2,0,5,38,0,0,0,5,0,0,5,304,354.0,282.7,254.0,89.5,0,23,2.22,1.39,3.61,36.94,,59,Amadou,Onana,2001-08-16
2024/25,,65,1613,3,0,6,23,0,0,0,4,0,0,5,324,358.0,194.8,215.0,77.0,0,20,2.12,0.84,2.96,23.66,,59,Amadou,Onana,2001-08-16
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,60,Ben,Broggio,
2018/19,,48,1465,2,0,3,21,0,0,0,1,0,0,1,209,334.8,126.6,288.0,75.1,0,0,0.00,0.00,0.00,0.00,,61,Leander,Dendoncker,1995-04-15
2019/20,,100,2790,4,0,11,34,1,0,0,5,0,0,9,426,529.2,160.6,282.0,96.8,0,0,0.00,0.00,0.00,0.00,,61,Leander,Dendoncker,1995-04-15
2020/21,,77,2498,1,2,11,33,1,0,0,4,0,0,2,330,386.4,261.4,343.0,99.2,0,0,0.00,0.00,0.00,0.00,,61,Leander,Dendoncker,1995-04-15
2021/22,,76,1945,2,3,5,29,0,0,0,4,0,0,5,308,348.6,180.0,279.0,80.9,0,0,0.00,0.00,0.00,0.00,,61,Leander,Dendoncker,1995-04-15
2022/23,,37,897,0,0,4,14,0,0,0,0,0,0,0,163,143.4,96.1,64.0,30.6,0,9,0.72,0.14,0.86,14.68,,61,Leander,Dendoncker,1995-04-15
2023/24,,20,118,1,1,0,3,0,0,0,0,0,0,3,64,59.2,3.9,37.0,10.0,0,1,0.73,0.01,0.74,1.58,,61,Leander,Dendoncker,1995-04-15
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,61,Leander,Dendoncker,1995-04-15
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,62,Jamaldeen,Jimoh-Aloba,
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,63,Kadan,Young,
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,63,Kadan,Young,
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,63,Kadan,Young,
2020/21,,168,3328,14,9,14,46,0,0,1,2,1,0,18,531,815.4,610.4,1721.0,314.0,0,0,0.00,0.00,0.00,0.00,,64,Ollie,Watkins,1995-12-30
2021/22,,131,2950,11,3,10,48,0,0,0,7,0,0,17,441,613.8,469.6,1345.0,242.9,0,0,0.00,0.00,0.00,0.00,,64,Ollie,Watkins,1995-12-30
2022/23,,175,3129,15,8,13,40,0,0,1,4,0,0,25,550,837.6,420.3,1308.0,256.7,0,36,16.15,2.66,18.81,46.65,,64,Ollie,Watkins,1995-12-30
2023/24,,228,3222,19,18,7,56,0,0,0,4,0,0,29,752,1024.6,588.5,1420.0,302.8,0,37,16.74,4.02,20.76,55.05,,64,Ollie,Watkins,1995-12-30
2024/25,,186,2593,16,8,10,40,0,0,0,2,0,0,32,631,766.0,345.2,1148.0,223.8,0,31,15.12,2.07,17.19,38.62,,64,Ollie,Watkins,1995-12-30
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,182,James,Trafford,2002-10-10
2023/24,,70,2520,0,0,2,62,0,0,0,2,0,106,5,533,903.6,3.3,0.0,90.7,0,28,0.00,0.04,0.04,49.37,,182,James,Trafford,2002-10-10
2016/17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,186,Connor,Roberts,1995-09-23
2017/18,,7,267,0,0,0,4,0,0,0,0,0,0,0,41,26.2,12.8,2.0,4.1,0,0,0.00,0.00,0.00,0.00,,186,Connor,Roberts,1995-09-23
2021/22,,69,1689,1,1,6,23,0,0,0,2,0,0,6,313,302.0,196.3,100.0,59.8,0,0,0.00,0.00,0.00,0.00,,186,Connor,Roberts,1995-09-23
2023/24,,12,817,0,1,0,23,0,0,0,3,1,0,0,111,142.8,104.1,12.0,25.7,0,8,0.00,0.35,0.35,19.91,,186,Connor,Roberts,1995-09-23
2009/10,,7,180,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2010/11,,51,1341,1,3,2,20,0,0,0,3,0,1,5,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2011/12,,140,3227,2,1,14,32,0,0,0,4,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2012/13,,114,3157,0,6,8,42,0,0,0,5,0,0,9,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2013/14,,103,2297,1,4,9,36,0,0,0,5,0,0,15,155,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2014/15,,27,1306,0,1,1,24,0,0,0,3,0,0,1,218,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2015/16,,121,2941,1,3,12,28,1,0,0,7,0,0,8,706,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2016/17,,142,2701,0,6,14,21,0,0,0,8,0,0,18,640,564.0,570.5,264.0,140.2,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2017/18,,138,2784,0,6,15,22,1,0,0,2,1,0,8,691,542.4,511.4,117.0,117.1,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2018/19,,150,2776,1,1,18,17,0,0,0,3,0,0,11,684,498.8,448.4,183.0,113.1,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2019/20,,114,2392,1,4,12,24,0,0,0,5,0,0,7,573,435.6,394.4,169.0,100.1,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2020/21,,91,1944,1,1,9,20,0,0,0,1,0,0,7,410,332.2,200.9,88.0,62.1,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2021/22,,85,1755,0,2,10,14,0,0,0,1,0,0,5,403,274.2,247.8,110.0,63.2,0,0,0.00,0.00,0.00,0.00,,187,Kyle,Walker,1990-05-28
2022/23,,69,1953,0,0,7,20,0,0,0,3,0,0,0,376,236.8,199.4,42.0,47.7,0,22,0.39,1.32,1.71,20.07,,187,Kyle,Walker,1990-05-28
2023/24,,123,2766,0,5,10,29,0,0,0,2,0,0,13,633,465.4,534.1,126.0,112.6,0,30,0.40,3.20,3.60,28.61,,187,Kyle,Walker,1990-05-28
2024/25,,13,966,0,0,0,21,0,0,0,3,0,0,0,63,157.4,147.7,29.0,33.5,0,9,0.12,1.34,1.46,19.26,,187,Kyle,Walker,1990-05-28
2023/24,,7,584,0,0,0,25,0,0,0,2,0,0,0,88,110.0,57.8,42.0,20.9,0,5,0.35,0.12,0.47,15.91,,188,Hannes,Delcroix,1999-02-28
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,189,Owen,Dodgson,2003-03-19
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,189,Owen,Dodgson,2003-03-19
2023/24,,15,436,0,0,1,8,0,0,0,2,0,0,3,77,76.6,15.9,15.0,10.7,0,5,0.06,0.01,0.07,7.91,,190,Hjalmar,Ekdal,1998-10-21
2023/24,,15,1310,0,0,0,28,0,0,0,6,0,0,0,157,229.2,38.9,29.0,29.9,0,15,0.27,0.16,0.43,27.60,,191,Maxime,Estève,2002-05-26
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,193,Bashir,Humphreys,2003-03-15
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,193,Bashir,Humphreys,2003-03-15
2023/24,,30,1234,0,1,2,23,0,0,0,6,0,0,4,236,330.8,46.1,35.0,41.3,0,15,0.56,0.19,0.75,20.87,,194,Jordan,Beyer,2000-05-19
2015/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,198,Axel,Tuanzebe,1997-11-14
2016/17,,14,303,0,0,2,4,0,0,0,0,0,0,0,69,32.6,27.7,18.0,7.8,0,0,0.00,0.00,0.00,0.00,,198,Axel,Tuanzebe,1997-11-14
2017/18,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,198,Axel,Tuanzebe,1997-11-14
2019/20,,7,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4,0,0,0.00,0.00,0.00,0.00,,198,Axel,Tuanzebe,1997-11-14
2020/21,,7,402,0,0,0,8,1,0,0,2,0,0,0,59,95.0,6.0,0.0,10.0,0,0,0.00,0.00,0.00,0.00,,198,Axel,Tuanzebe,1997-11-14
2021/22,,14,505,0,0,1,10,0,0,0,1,0,0,0,86,71.2,1.1,43.0,11.5,0,0,0.00,0.00,0.00,0.00,,198,Axel,Tuanzebe,1997-11-14
2024/25,,27,1710,0,1,1,38,1,0,0,3,1,0,0,80,284.4,93.4,25.0,40.1,0,20,0.21,0.26,0.47,32.01,,198,Axel,Tuanzebe,1997-11-14
2022/23,,61,2215,1,0,5,44,0,0,0,6,0,0,2,366,502.2,66.6,111.0,67.5,0,21,0.85,0.55,1.40,44.46,,199,Joe,Worrall,1997-01-10
2023/24,,13,438,0,0,1,9,0,0,0,0,1,0,3,74,90.0,22.1,18.0,13.0,0,5,0.10,0.31,0.41,9.01,,199,Joe,Worrall,1997-01-10
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,199,Joe,Worrall,1997-01-10
2022/23,,61,1241,3,1,2,29,0,0,0,2,0,0,4,193,308.6,209.3,263.0,78.1,0,11,1.69,1.10,2.79,26.14,,200,Jaidon,Anthony,1999-12-01
2023/24,,3,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,0,2,0.07,0.02,0.09,4.44,,200,Jaidon,Anthony,1999-12-01
